inspection_score,business_name,business_address,violation_description,risk_category,sup_dist,violation_count,quarter,year,month,day
98.0,Peet's Coffee & Tea,1 Ferry Building  C3,Unclean or degraded floors walls or ceilings,1,3,1,1,2019,2,28
85.0,BOULEVARD,1 MISSION St,Improper cooling methods,3,10,3,1,2019,2,28
92.0,Tropisueño,75 Yerba Buena Ln,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,3,1,2019,2,28
85.0,Pier 23 Cafe Inc,Pier 23,Inadequately cleaned or sanitized food contact surfaces,2,3,3,1,2019,2,28
88.0,LA TRAVIATA,2854 MISSION St,Noncompliance with shell fish tags or display,2,2,3,1,2019,2,28
79.0,Dong Baek Korean Restaurant,631 O'Farrell St,Improper storage of equipment utensils or linens,1,10,7,1,2019,2,28
98.0,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,Improper or defective plumbing,1,10,1,1,2019,2,28
92.0,Gordon J Lau Elementary School,950 Clay St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,3,3,1,2019,2,28
81.0,TAQUERIA CANCUN,3211 MISSION St,Improper thawing methods,2,2,4,1,2019,2,28
92.0,Gordon J Lau Elementary School,950 Clay St,Inadequate and inaccessible handwashing facilities,2,3,3,1,2019,2,28
78.0,La Oaxaquena Bakery and Restaurant,2128 Mission St,Inadequate dressing rooms or improper storage of personal items,1,2,7,1,2019,2,28
84.0,Little Saigon Deli,131 Steuart St,Moderate risk food holding temperature,2,10,4,1,2019,2,28
92.0,Cafe Fiore,3599 24th St,Low risk vermin infestation,1,5,3,1,2019,2,28
92.0,Cafe Fiore,3599 24th St,Improper food storage,1,5,3,1,2019,2,28
92.0,Cafe Fiore,3599 24th St,Inadequately cleaned or sanitized food contact surfaces,2,5,3,1,2019,2,28
98.0,Chipotle Mexican Grill #1460,121 04th St Space #1035,Unclean or degraded floors walls or ceilings,1,10,1,1,2019,2,28
100.0,ST VINCENT DE PAUL,2356 GREEN St,NA,0,6,1,1,2019,2,28
100.0,Yick Wo Elementary School,2245 Jones St,NA,0,3,1,1,2019,2,28
100.0,NEW TRADITIONS ALTERNATIVE SCHOOL,2049 GROVE St,NA,0,11,1,1,2019,2,28
100.0,Guckenheimer 1090.01,345 Spear St. (3rd Floor),NA,0,10,1,1,2019,2,28
100.0,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,NA,0,5,1,1,2019,2,28
100.0,LILIENTHAL ELEMENTARY SCHOOL,3630 DIVISADERO St,NA,0,6,1,1,2019,2,28
100.0,LICK MIDDLE SCHOOL,1220 Noe St,NA,0,5,1,1,2019,2,28
100.0,Grace Cathedral,1100 California St,NA,0,3,1,1,2019,2,28
83.0,Wayfare Tavern,558 Sacramento St,Insufficient hot water or running water,2,3,4,1,2019,3,1
90.0,Thai Chef 2,4133 18th St,Moderate risk food holding temperature,2,5,3,1,2019,3,1
88.0,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,Improper storage of equipment utensils or linens,1,10,4,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Unapproved or unmaintained equipment or utensils,1,10,8,1,2019,3,1
87.0,MARINA MIDDLE SCHOOL,3500 FILLMORE St,Inadequate ventilation or lighting,1,6,3,1,2019,3,1
92.0,Notre Dame des Victoires,659 Pine St,Unclean or degraded floors walls or ceilings,1,3,4,1,2019,3,1
92.0,Oakes Children's Center,1550 Treat Ave.,Unclean nonfood contact surfaces,1,2,3,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Contaminated or adulterated food,3,10,8,1,2019,3,1
88.0,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,Moderate risk food holding temperature,2,10,4,1,2019,3,1
87.0,Town School For Boys,2750 JACKSON St,High risk vermin infestation,3,6,3,1,2019,3,1
88.0,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,Inadequately cleaned or sanitized food contact surfaces,2,10,4,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Unclean or degraded floors walls or ceilings,1,10,8,1,2019,3,1
83.0,Wayfare Tavern,558 Sacramento St,Improper storage of equipment utensils or linens,1,3,4,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Inadequate and inaccessible handwashing facilities,2,10,8,1,2019,3,1
98.0,ST. ANTHONY'S ELEMENTARY,299 Precita Ave,Food safety certificate or food handler card not available,1,2,1,1,2019,3,1
87.0,MARINA MIDDLE SCHOOL,3500 FILLMORE St,Inadequately cleaned or sanitized food contact surfaces,2,6,3,1,2019,3,1
92.0,Notre Dame des Victoires,659 Pine St,Unapproved or unmaintained equipment or utensils,1,3,4,1,2019,3,1
90.0,Thai Chef 2,4133 18th St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,5,3,1,2019,3,1
92.0,Oakes Children's Center,1550 Treat Ave.,Inadequate food safety knowledge or lack of certified food safety manager,2,2,3,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,High risk food holding temperature,3,10,8,1,2019,3,1
92.0,Notre Dame des Victoires,659 Pine St,Low risk vermin infestation,1,3,4,1,2019,3,1
88.0,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,Permit license or inspection report not posted,1,10,4,1,2019,3,1
87.0,Town School For Boys,2750 JACKSON St,Unapproved or unmaintained equipment or utensils,1,6,3,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Unclean nonfood contact surfaces,1,10,8,1,2019,3,1
94.0,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA St,Inadequately cleaned or sanitized food contact surfaces,2,4,2,1,2019,3,1
87.0,MARINA MIDDLE SCHOOL,3500 FILLMORE St,High risk vermin infestation,3,6,3,1,2019,3,1
92.0,Oakes Children's Center,1550 Treat Ave.,Unapproved or unmaintained equipment or utensils,1,2,3,1,2019,3,1
90.0,Thai Chef 2,4133 18th St,Improper thawing methods,2,5,3,1,2019,3,1
83.0,Wayfare Tavern,558 Sacramento St,High risk food holding temperature,3,3,4,1,2019,3,1
92.0,Notre Dame des Victoires,659 Pine St,Food safety certificate or food handler card not available,1,3,4,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,8,1,2019,3,1
87.0,Town School For Boys,2750 JACKSON St,Insufficient hot water or running water,2,6,3,1,2019,3,1
67.0,Brenda's French Soul Food,652 B Polk St,Improper cooling methods,3,10,8,1,2019,3,1
94.0,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA St,Low risk vermin infestation,1,4,2,1,2019,3,1
96.0,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,Moderate risk vermin infestation,2,6,1,1,2019,3,1
83.0,Wayfare Tavern,558 Sacramento St,Inadequately cleaned or sanitized food contact surfaces,2,3,4,1,2019,3,1
86.0,Sushirrito,475 Sansome St #120N,Improper storage of equipment utensils or linens,1,3,4,1,2019,3,1
86.0,Sushirrito,475 Sansome St #120N,Inadequately cleaned or sanitized food contact surfaces,2,3,4,1,2019,3,1
86.0,Sushirrito,475 Sansome St #120N,Inadequate and inaccessible handwashing facilities,2,3,4,1,2019,3,1
86.0,Sushirrito,475 Sansome St #120N,Improper thawing methods,2,3,4,1,2019,3,1
100.0,HILLWOOD SCHOOL,2521 SCOTT St,NA,0,6,1,1,2019,3,1
81.0,Tacos San Buena,2598 Harrison St,Unclean or unsanitary food contact surfaces,3,2,6,1,2019,3,4
76.0,Arabi Mediterranean Cuisine,101 SPEAR St,High risk food holding temperature,3,10,5,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,Unclean hands or improper use of gloves,3,1,7,1,2019,3,4
83.0,Evergreen Garden Restaurant,3100 18th St,Foods not protected from contamination,2,2,5,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,Unclean or degraded floors walls or ceilings,1,1,7,1,2019,3,4
89.0,The Waterfront Restaurant,Pier 7 Embarcadero,Improper or defective plumbing,1,3,3,1,2019,3,4
76.0,Arabi Mediterranean Cuisine,101 SPEAR St,Improper cooling methods,3,10,5,1,2019,3,4
96.0,TYGER'S,2798 DIAMOND St,Food safety certificate or food handler card not available,1,5,2,1,2019,3,4
83.0,Evergreen Garden Restaurant,3100 18th St,Improper storage use or identification of toxic substances,1,2,5,1,2019,3,4
81.0,Tacos San Buena,2598 Harrison St,Food safety certificate or food handler card not available,1,2,6,1,2019,3,4
86.0,FLORIO,1915 FILLMORE St,Moderate risk food holding temperature,2,11,4,1,2019,3,4
83.0,Evergreen Garden Restaurant,3100 18th St,High risk food holding temperature,3,2,5,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,Inadequate food safety knowledge or lack of certified food safety manager,2,1,7,1,2019,3,4
92.0,ARIAKE,5041 Geary Blvd,Improper or defective plumbing,1,4,3,1,2019,3,4
89.0,The Waterfront Restaurant,Pier 7 Embarcadero,No thermometers or uncalibrated thermometers,1,3,3,1,2019,3,4
91.0,Zabb,4440 Mission St,High risk food holding temperature,3,1,2,1,2019,3,4
98.0,Downtown High School,693 VERMONT St,Unapproved or unmaintained equipment or utensils,1,9,1,1,2019,3,4
76.0,Arabi Mediterranean Cuisine,101 SPEAR St,Inadequate and inaccessible handwashing facilities,2,10,5,1,2019,3,4
96.0,TYGER'S,2798 DIAMOND St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,5,2,1,2019,3,4
83.0,Evergreen Garden Restaurant,3100 18th St,Unclean nonfood contact surfaces,1,2,5,1,2019,3,4
92.0,ARIAKE,5041 Geary Blvd,Inadequately cleaned or sanitized food contact surfaces,2,4,3,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,Inadequately cleaned or sanitized food contact surfaces,2,1,7,1,2019,3,4
81.0,Tacos San Buena,2598 Harrison St,Inadequate and inaccessible handwashing facilities,2,2,6,1,2019,3,4
86.0,FLORIO,1915 FILLMORE St,Inadequately cleaned or sanitized food contact surfaces,2,11,4,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,High risk vermin infestation,3,1,7,1,2019,3,4
89.0,The Waterfront Restaurant,Pier 7 Embarcadero,High risk food holding temperature,3,3,3,1,2019,3,4
81.0,Tacos San Buena,2598 Harrison St,Unapproved or unmaintained equipment or utensils,1,2,6,1,2019,3,4
91.0,Zabb,4440 Mission St,Improper storage of equipment utensils or linens,1,1,2,1,2019,3,4
76.0,Arabi Mediterranean Cuisine,101 SPEAR St,Unclean nonfood contact surfaces,1,10,5,1,2019,3,4
92.0,ARIAKE,5041 Geary Blvd,Wiping cloths not clean or properly stored or inadequate sanitizer,1,4,3,1,2019,3,4
86.0,FLORIO,1915 FILLMORE St,Low risk vermin infestation,1,11,4,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,Unclean nonfood contact surfaces,1,1,7,1,2019,3,4
83.0,Evergreen Garden Restaurant,3100 18th St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,2,5,1,2019,3,4
67.0,SWEET DELIGHT BAKERY,4476A MISSION,High risk food holding temperature,3,1,7,1,2019,3,4
81.0,Tacos San Buena,2598 Harrison St,Permit license or inspection report not posted,1,2,6,1,2019,3,4
81.0,Tacos San Buena,2598 Harrison St,Inadequate ventilation or lighting,1,2,6,1,2019,3,4
86.0,FLORIO,1915 FILLMORE St,Foods not protected from contamination,2,11,4,1,2019,3,4
76.0,Arabi Mediterranean Cuisine,101 SPEAR St,Inadequately cleaned or sanitized food contact surfaces,2,10,5,1,2019,3,4
90.0,La Briciola  Restaurant,489 03rd St,Inadequately cleaned or sanitized food contact surfaces,2,10,3,1,2019,3,4
90.0,La Briciola  Restaurant,489 03rd St,Foods not protected from contamination,2,10,3,1,2019,3,4
90.0,La Briciola  Restaurant,489 03rd St,Unapproved or unmaintained equipment or utensils,1,10,3,1,2019,3,4
100.0,Presidio Middle School,450 30th Ave,NA,0,4,1,1,2019,3,4
100.0,Mother Goose School,334 28th Ave,NA,0,4,1,1,2019,3,4
85.0,CAFE ROCCO,1131 FOLSOM St,Moderate risk vermin infestation,2,10,4,1,2019,3,5
91.0,Cafe Venue Fremont,215 Fremont St,Inadequate dressing rooms or improper storage of personal items,1,10,2,1,2019,3,5
87.0,Kate O'Brien's,579 HOWARD St,Improper reheating of food,3,10,3,1,2019,3,5
88.0,Cafe Bakery,1365 Noriega St,Unclean or degraded floors walls or ceilings,1,7,5,1,2019,3,5
85.0,New San Wang Restaurant,1682 Post St,Improper thawing methods,2,11,4,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Improper storage of equipment utensils or linens,1,4,7,1,2019,3,5
92.0,Zantes Pizza,3489 MISSION St,Unapproved or unmaintained equipment or utensils,1,2,3,1,2019,3,5
88.0,Cafe Bakery,1365 Noriega St,Inadequate warewashing facilities or equipment,1,7,5,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Moderate risk vermin infestation,2,6,6,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Unapproved or unmaintained equipment or utensils,1,4,7,1,2019,3,5
75.0,Sutter Pub and Restaurant,700 Sutter St,High risk food holding temperature,3,3,4,1,2019,3,5
85.0,Park Gyros,1201 09th Ave,Moderate risk food holding temperature,2,7,3,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Unapproved or unmaintained equipment or utensils,1,6,6,1,2019,3,5
91.0,Cafe Venue Fremont,215 Fremont St,Unclean or unsanitary food contact surfaces,3,10,2,1,2019,3,5
90.0,ANDERSEN BAKERY,1737 Post St 304,Inadequate and inaccessible handwashing facilities,2,11,3,1,2019,3,5
87.0,Kate O'Brien's,579 HOWARD St,Food safety certificate or food handler card not available,1,10,3,1,2019,3,5
85.0,New San Wang Restaurant,1682 Post St,Improper food storage,1,11,4,1,2019,3,5
75.0,Sutter Pub and Restaurant,700 Sutter St,Unclean or unsanitary food contact surfaces,3,3,4,1,2019,3,5
88.0,Cafe Bakery,1365 Noriega St,Unapproved or unmaintained equipment or utensils,1,7,5,1,2019,3,5
85.0,CAFE ROCCO,1131 FOLSOM St,Improper cooling methods,3,10,4,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Improper storage use or identification of toxic substances,1,4,7,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Unclean hands or improper use of gloves,3,6,6,1,2019,3,5
87.0,Kate O'Brien's,579 HOWARD St,Inadequately cleaned or sanitized food contact surfaces,2,10,3,1,2019,3,5
85.0,New San Wang Restaurant,1682 Post St,Unclean hands or improper use of gloves,3,11,4,1,2019,3,5
75.0,Sutter Pub and Restaurant,700 Sutter St,Inadequate and inaccessible handwashing facilities,2,3,4,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Unclean or degraded floors walls or ceilings,1,4,7,1,2019,3,5
88.0,Cafe Bakery,1365 Noriega St,Unclean nonfood contact surfaces,1,7,5,1,2019,3,5
90.0,ANDERSEN BAKERY,1737 Post St 304,Inadequately cleaned or sanitized food contact surfaces,2,11,3,1,2019,3,5
92.0,Zantes Pizza,3489 MISSION St,Improper storage use or identification of toxic substances,1,2,3,1,2019,3,5
85.0,Park Gyros,1201 09th Ave,Unclean hands or improper use of gloves,3,7,3,1,2019,3,5
90.0,Cafe Bakery,1345 Noriega St,Moderate risk food holding temperature,2,7,3,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Inadequate and inaccessible handwashing facilities,2,4,7,1,2019,3,5
85.0,CAFE ROCCO,1131 FOLSOM St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,4,1,2019,3,5
85.0,New San Wang Restaurant,1682 Post St,Unclean or degraded floors walls or ceilings,1,11,4,1,2019,3,5
93.0,Boulette's Larder,1 Ferry Building,Unclean or unsanitary food contact surfaces,3,3,3,1,2019,3,5
93.0,Boulette's Larder,1 Ferry Building,Unclean or unsanitary food contact surfaces,3,3,3,1,2019,3,5
93.0,Boulette's Larder,1 Ferry Building,Unclean or unsanitary food contact surfaces,3,3,3,1,2019,3,5
75.0,Sutter Pub and Restaurant,700 Sutter St,Improper cooling methods,3,3,4,1,2019,3,5
85.0,CAFE ROCCO,1131 FOLSOM St,Improper food storage,1,10,4,1,2019,3,5
90.0,Cafe Bakery,1345 Noriega St,Unclean or degraded floors walls or ceilings,1,7,3,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Wiping cloths not clean or properly stored or inadequate sanitizer,1,6,6,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Unclean or unsanitary food contact surfaces,3,4,7,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Unclean or degraded floors walls or ceilings,1,6,6,1,2019,3,5
90.0,Cafe Bakery,1345 Noriega St,Foods not protected from contamination,2,7,3,1,2019,3,5
81.0,ALBORZ,1245 VAN NESS Ave,Permit license or inspection report not posted,1,6,6,1,2019,3,5
90.0,ANDERSEN BAKERY,1737 Post St 304,Low risk vermin infestation,1,11,3,1,2019,3,5
79.0,Dragon River Restaurant,5045 GEARY Blvd,Inadequate dressing rooms or improper storage of personal items,1,4,7,1,2019,3,5
92.0,Zantes Pizza,3489 MISSION St,Foods not protected from contamination,2,2,3,1,2019,3,5
85.0,Park Gyros,1201 09th Ave,Inadequately cleaned or sanitized food contact surfaces,2,7,3,1,2019,3,5
88.0,Cafe Bakery,1365 Noriega St,Inadequately cleaned or sanitized food contact surfaces,2,7,5,1,2019,3,5
96.0,Hayes Valley Bakeworks,550 Gough St,Foods not protected from contamination,2,11,1,1,2019,3,5
100.0,MCKINLEY ELEMENTARY SCHOOL,1025 14th St,NA,0,5,1,1,2019,3,5
100.0,Ida B Wells Continuation High School,1099 Hayes St,NA,0,11,1,1,2019,3,5
100.0,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,NA,0,11,1,1,2019,3,5
94.0,"California Pizza Kitchen, Inc.",53 03rd St,Unclean or degraded floors walls or ceilings,1,10,3,1,2019,3,6
87.0,DELANCEY ST. RESTAURANT,600 EMBARCADERO St,Unapproved or unmaintained equipment or utensils,1,10,3,1,2019,3,6
83.0,A La Turca,869 Geary St,Inadequately cleaned or sanitized food contact surfaces,2,10,4,1,2019,3,6
94.0,MOULIN ROUGE,887 GEARY St,Moderate risk vermin infestation,2,10,2,1,2019,3,6
84.0,Sheba Restaurant & Lounge,1419 Fillmore St,Food safety certificate or food handler card not available,1,11,5,1,2019,3,6
92.0,Paradise Coffee & Donut,453 O'Farrell St,Unclean or degraded floors walls or ceilings,1,10,3,1,2019,3,6
84.0,Sheba Restaurant & Lounge,1419 Fillmore St,Inadequately cleaned or sanitized food contact surfaces,2,11,5,1,2019,3,6
87.0,DELANCEY ST. RESTAURANT,600 EMBARCADERO St,High risk food holding temperature,3,10,3,1,2019,3,6
84.0,Sheba Restaurant & Lounge,1419 Fillmore St,Foods not protected from contamination,2,11,5,1,2019,3,6
94.0,MOULIN ROUGE,887 GEARY St,Unapproved or unmaintained equipment or utensils,1,10,2,1,2019,3,6
92.0,Paradise Coffee & Donut,453 O'Farrell St,Moderate risk food holding temperature,2,10,3,1,2019,3,6
94.0,"California Pizza Kitchen, Inc.",53 03rd St,Improper or defective plumbing,1,10,3,1,2019,3,6
83.0,A La Turca,869 Geary St,Moderate risk food holding temperature,2,10,4,1,2019,3,6
84.0,Sheba Restaurant & Lounge,1419 Fillmore St,Unclean or degraded floors walls or ceilings,1,11,5,1,2019,3,6
87.0,DELANCEY ST. RESTAURANT,600 EMBARCADERO St,Moderate risk vermin infestation,2,10,3,1,2019,3,6
94.0,"California Pizza Kitchen, Inc.",53 03rd St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,3,1,2019,3,6
83.0,A La Turca,869 Geary St,Improper cooling methods,3,10,4,1,2019,3,6
84.0,Sheba Restaurant & Lounge,1419 Fillmore St,Moderate risk food holding temperature,2,11,5,1,2019,3,6
83.0,A La Turca,869 Geary St,Improper storage of equipment utensils or linens,1,10,4,1,2019,3,6
92.0,Paradise Coffee & Donut,453 O'Farrell St,Low risk vermin infestation,1,10,3,1,2019,3,6
98.0,Le Meridien SF Main Kitchen/Employee Cafeteria,333 Battery St Level A & B,Low risk vermin infestation,1,3,1,1,2019,3,6
100.0,ST GABRIEL SCHOOL,2550 41st Ave,NA,0,7,1,1,2019,3,6
100.0,Le Meridien SF Park Grill Restaurant & Bar,333 Battery St Level 2 & 3,NA,0,3,1,1,2019,3,6
100.0,ULLOA ELEMENTARY SCHOOL,2650 42nd Ave,NA,0,7,1,1,2019,3,6
100.0,Hooker's Sweet Treats,442 Hyde St,NA,0,10,1,1,2019,3,6
100.0,Natural Sensations,1650 HOLLOWAY St #134,NA,0,8,1,1,2019,3,6
100.0,The Village Market & Pizza,750 Font Blvd,NA,0,8,1,1,2019,3,6
100.0,Diane Feinstein Elementary School,2550 25th Ave,NA,0,7,1,1,2019,3,6
73.0,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,Inadequately cleaned or sanitized food contact surfaces,2,4,5,1,2019,3,7
88.0,Osha Thai Restaurant & Lounge,311 03rd St,Employee eating or smoking,2,10,3,1,2019,3,7
94.0,Chinese Education Center Elementary School,657 Merchant St,Inadequate and inaccessible handwashing facilities,2,3,2,1,2019,3,7
87.0,Kokkari,200 Jackson St,Insufficient hot water or running water,2,3,3,1,2019,3,7
96.0,Sushi Kinta,5 Embarcadero Center,Food safety certificate or food handler card not available,1,3,2,1,2019,3,7
87.0,5A5 Steak Lounge,244 Jackson St,Inadequate ventilation or lighting,1,3,3,1,2019,3,7
88.0,Osha Thai Restaurant & Lounge,311 03rd St,Noncompliance with shell fish tags or display,2,10,3,1,2019,3,7
92.0,The Deli Lama,150 TOLAND St #7,Moderate risk food holding temperature,2,9,3,1,2019,3,7
73.0,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,No thermometers or uncalibrated thermometers,1,4,5,1,2019,3,7
94.0,Safeway Store #4601,145 Jackson St,Unclean or degraded floors walls or ceilings,1,3,3,1,2019,3,7
87.0,5A5 Steak Lounge,244 Jackson St,High risk food holding temperature,3,3,3,1,2019,3,7
73.0,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,Improper cooling methods,3,4,5,1,2019,3,7
92.0,Fang's,660 Howard St,Unclean or degraded floors walls or ceilings,1,10,3,1,2019,3,7
73.0,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,High risk food holding temperature,3,4,5,1,2019,3,7
88.0,Osha Thai Restaurant & Lounge,311 03rd St,Moderate risk food holding temperature,2,10,3,1,2019,3,7
92.0,The Deli Lama,150 TOLAND St #7,Unapproved or unmaintained equipment or utensils,1,9,3,1,2019,3,7
92.0,The Deli Lama,150 TOLAND St #7,Unclean nonfood contact surfaces,1,9,3,1,2019,3,7
87.0,Kokkari,200 Jackson St,Improper food storage,1,3,3,1,2019,3,7
94.0,Safeway Store #4601,145 Jackson St,Foods not protected from contamination,2,3,3,1,2019,3,7
94.0,Chinese Education Center Elementary School,657 Merchant St,Unapproved or unmaintained equipment or utensils,1,3,2,1,2019,3,7
