inspection_score,business_name,business_address,violation_description,risk_category,sup_dist,violation_count,quarter,year,month,day
100.0,San Francisco ZOO WAREHOUSE,1 ZOO Rd,NA,0,8,2,3,2019,8,9
85.0,VEGA PIZZERIA,419 CORTLAND Ave,High risk vermin infestation,3,2,4,3,2019,8,12
86.0,Spin City Coffee Bar,1299 SANCHEZ St,Low risk vermin infestation,1,5,5,3,2019,8,12
92.0,BASIL THAI RESTAURANT & BAR,1175 FOLSOM St,Low risk vermin infestation,1,10,4,3,2019,8,12
92.0,TAQUERIA CAN-CUN,2288 MISSION St,Foods not protected from contamination,2,2,2,3,2019,8,12
86.0,Spin City Coffee Bar,1299 SANCHEZ St,Inadequately cleaned or sanitized food contact surfaces,2,5,5,3,2019,8,12
85.0,VEGA PIZZERIA,419 CORTLAND Ave,Noncompliance with HAACP plan or variance,2,2,4,3,2019,8,12
96.0,Angel's Market,1649 Castro St,Foods not protected from contamination,2,5,1,3,2019,8,12
87.0,Arts Valero,2985 San Bruno Ave,Moderate risk vermin infestation,2,2,3,3,2019,8,12
92.0,BASIL THAI RESTAURANT & BAR,1175 FOLSOM St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,10,4,3,2019,8,12
86.0,Spin City Coffee Bar,1299 SANCHEZ St,Permit license or inspection report not posted,1,5,5,3,2019,8,12
87.0,Arts Valero,2985 San Bruno Ave,Food safety certificate or food handler card not available,1,2,3,3,2019,8,12
85.0,VEGA PIZZERIA,419 CORTLAND Ave,Improper storage of equipment utensils or linens,1,2,4,3,2019,8,12
92.0,BASIL THAI RESTAURANT & BAR,1175 FOLSOM St,Improper or defective plumbing,1,10,4,3,2019,8,12
86.0,Spin City Coffee Bar,1299 SANCHEZ St,Unclean nonfood contact surfaces,1,5,5,3,2019,8,12
92.0,BASIL THAI RESTAURANT & BAR,1175 FOLSOM St,Unclean or degraded floors walls or ceilings,1,10,4,3,2019,8,12
87.0,Arts Valero,2985 San Bruno Ave,High risk food holding temperature,3,2,3,3,2019,8,12
86.0,Spin City Coffee Bar,1299 SANCHEZ St,Insufficient hot water or running water,2,5,5,3,2019,8,12
92.0,TAQUERIA CAN-CUN,2288 MISSION St,Moderate risk food holding temperature,2,2,2,3,2019,8,12
85.0,VEGA PIZZERIA,419 CORTLAND Ave,Unclean nonfood contact surfaces,1,2,4,3,2019,8,12
100.0,FRANCIS OF ASSISI SENIOR MEALS PROG,145 Guerrero St,NA,0,5,1,3,2019,8,12
82.0,LOS HERMANOS,2026 CHESTNUT St,Contaminated or adulterated food,3,6,4,3,2019,8,13
75.0,BeiJing Restaurant,1801 Alemany Blvd,Improper food storage,1,1,5,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Inadequate ventilation or lighting,1,3,6,3,2019,8,13
83.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Unclean or degraded floors walls or ceilings,1,11,6,3,2019,8,13
75.0,BeiJing Restaurant,1801 Alemany Blvd,High risk food holding temperature,3,1,5,3,2019,8,13
90.0,"LESLIE A. HENNESSY, INC.",545 02nd St,Food safety certificate or food handler card not available,1,10,3,3,2019,8,13
98.0,18 Reasons,3674 18th St,Low risk vermin infestation,1,5,1,3,2019,8,13
83.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Unclean or unsanitary food contact surfaces,3,11,6,3,2019,8,13
87.0,San Raku Restaurant,704 Sutter St,Inadequately cleaned or sanitized food contact surfaces,2,3,3,3,2019,8,13
90.0,Happy Chinese Restaurant,1324 Powell St,Improper or defective plumbing,1,3,3,3,2019,8,13
82.0,LOS HERMANOS,2026 CHESTNUT St,Unclean hands or improper use of gloves,3,6,4,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Moderate risk food holding temperature,2,3,6,3,2019,8,13
92.0,Jay's Cheesesteak,3285 21st St,Inadequately cleaned or sanitized food contact surfaces,2,2,2,3,2019,8,13
94.0,Bi Rite Market,3639 18th St,Unclean or degraded floors walls or ceilings,1,5,2,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Insufficient hot water or running water,2,3,6,3,2019,8,13
75.0,BeiJing Restaurant,1801 Alemany Blvd,Unapproved or unmaintained equipment or utensils,1,1,5,3,2019,8,13
83.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Low risk vermin infestation,1,11,6,3,2019,8,13
90.0,"LESLIE A. HENNESSY, INC.",545 02nd St,Moderate risk vermin infestation,2,10,3,3,2019,8,13
87.0,San Raku Restaurant,704 Sutter St,Improper storage use or identification of toxic substances,1,3,3,3,2019,8,13
96.0,Castro Street Chevron,2399 Market St,Moderate risk food holding temperature,2,5,1,3,2019,8,13
92.0,Jay's Cheesesteak,3285 21st St,Improper thawing methods,2,2,2,3,2019,8,13
90.0,Happy Chinese Restaurant,1324 Powell St,Inadequate and inaccessible handwashing facilities,2,3,3,3,2019,8,13
96.0,Ladle & Leaf,"50 Post St, 3rd Floor",Moderate risk food holding temperature,2,3,1,3,2019,8,13
87.0,San Raku Restaurant,704 Sutter St,High risk food holding temperature,3,3,3,3,2019,8,13
75.0,BeiJing Restaurant,1801 Alemany Blvd,Unclean hands or improper use of gloves,3,1,5,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Inadequately cleaned or sanitized food contact surfaces,2,3,6,3,2019,8,13
94.0,Bi Rite Market,3639 18th St,Inadequate food safety knowledge or lack of certified food safety manager,2,5,2,3,2019,8,13
90.0,"LESLIE A. HENNESSY, INC.",545 02nd St,Moderate risk food holding temperature,2,10,3,3,2019,8,13
82.0,LOS HERMANOS,2026 CHESTNUT St,Food safety certificate or food handler card not available,1,6,4,3,2019,8,13
83.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Unclean nonfood contact surfaces,1,11,6,3,2019,8,13
75.0,BeiJing Restaurant,1801 Alemany Blvd,Improper cooling methods,3,1,5,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Low risk vermin infestation,1,3,6,3,2019,8,13
83.0,"SAFEWAY STORES, INC. #995",1335 Webster St,Moderate risk food holding temperature,2,11,6,3,2019,8,13
90.0,Happy Chinese Restaurant,1324 Powell St,Inadequately cleaned or sanitized food contact surfaces,2,3,3,3,2019,8,13
80.0,RJ's Market,1425 Sansome St,Inadequate and inaccessible handwashing facilities,2,3,6,3,2019,8,13
82.0,LOS HERMANOS,2026 CHESTNUT St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,6,4,3,2019,8,13
94.0,Zynga,699 08th St,Inadequately cleaned or sanitized food contact surfaces,2,10,2,3,2019,8,13
94.0,Zynga,699 08th St,Unclean or degraded floors walls or ceilings,1,10,2,3,2019,8,13
100.0,Jewish Community Center of San Francisco,3200 California,NA,0,6,1,3,2019,8,13
82.0,Piqueos LLC,830 CORTLAND Ave,Improper cooling methods,3,2,4,3,2019,8,14
88.0,Toy Boat Dessert Cafe,401 Clement St,Moderate risk vermin infestation,2,4,4,3,2019,8,14
90.0,Viking's Giant Sub,2906 Diamond St,Unapproved or unmaintained equipment or utensils,1,5,4,3,2019,8,14
96.0,LUCCA FOOD & WINE SHOP,1899 IRVING St,Unclean nonfood contact surfaces,1,7,2,3,2019,8,14
80.0,Sushi Delight,1946 MARKET St,Food safety certificate or food handler card not available,1,5,4,3,2019,8,14
83.0,TAWAN'S THAI FOOD,4403 GEARY Blvd,Unapproved or unmaintained equipment or utensils,1,4,5,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Improper food storage,1,3,9,3,2019,8,14
83.0,TAWAN'S THAI FOOD,4403 GEARY Blvd,Other low risk violation,1,4,5,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Unclean nonfood contact surfaces,1,3,9,3,2019,8,14
81.0,SRI THAI CUISINE,4621 LINCOLN Way,Foods not protected from contamination,2,7,5,3,2019,8,14
90.0,PHO HUYNH HIEP II,1833 IRVING St,Foods not protected from contamination,2,7,4,3,2019,8,14
88.0,Toy Boat Dessert Cafe,401 Clement St,Unapproved or unmaintained equipment or utensils,1,4,4,3,2019,8,14
90.0,Viking's Giant Sub,2906 Diamond St,Unclean or degraded floors walls or ceilings,1,5,4,3,2019,8,14
80.0,Sushi Delight,1946 MARKET St,Moderate risk vermin infestation,2,5,4,3,2019,8,14
82.0,Piqueos LLC,830 CORTLAND Ave,Improper food storage,1,2,4,3,2019,8,14
83.0,TAWAN'S THAI FOOD,4403 GEARY Blvd,Unclean hands or improper use of gloves,3,4,5,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Unapproved or unmaintained equipment or utensils,1,3,9,3,2019,8,14
81.0,SRI THAI CUISINE,4621 LINCOLN Way,High risk food holding temperature,3,7,5,3,2019,8,14
96.0,LUCCA FOOD & WINE SHOP,1899 IRVING St,Unclean or degraded floors walls or ceilings,1,7,2,3,2019,8,14
88.0,Toy Boat Dessert Cafe,401 Clement St,Inadequately cleaned or sanitized food contact surfaces,2,4,4,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Improper or defective plumbing,1,3,9,3,2019,8,14
81.0,SRI THAI CUISINE,4621 LINCOLN Way,Unclean or degraded floors walls or ceilings,1,7,5,3,2019,8,14
90.0,PHO HUYNH HIEP II,1833 IRVING St,Unclean nonfood contact surfaces,1,7,4,3,2019,8,14
83.0,TAWAN'S THAI FOOD,4403 GEARY Blvd,Improper thawing methods,2,4,5,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,High risk vermin infestation,3,3,9,3,2019,8,14
82.0,Piqueos LLC,830 CORTLAND Ave,Unclean unmaintained or improperly constructed toilet facilities,1,2,4,3,2019,8,14
80.0,Sushi Delight,1946 MARKET St,Unclean or unsanitary food contact surfaces,3,5,4,3,2019,8,14
81.0,SRI THAI CUISINE,4621 LINCOLN Way,Improper storage of equipment utensils or linens,1,7,5,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Unclean or unsanitary food contact surfaces,3,3,9,3,2019,8,14
88.0,Toy Boat Dessert Cafe,401 Clement St,Food safety certificate or food handler card not available,1,4,4,3,2019,8,14
90.0,Viking's Giant Sub,2906 Diamond St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,5,4,3,2019,8,14
90.0,PHO HUYNH HIEP II,1833 IRVING St,Unclean or degraded floors walls or ceilings,1,7,4,3,2019,8,14
82.0,Piqueos LLC,830 CORTLAND Ave,High risk food holding temperature,3,2,4,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Moderate risk food holding temperature,2,3,9,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Permit license or inspection report not posted,1,3,9,3,2019,8,14
68.0,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,Inadequate and inaccessible handwashing facilities,2,3,9,3,2019,8,14
83.0,TAWAN'S THAI FOOD,4403 GEARY Blvd,Improper storage use or identification of toxic substances,1,4,5,3,2019,8,14
90.0,Viking's Giant Sub,2906 Diamond St,Improper thawing methods,2,5,4,3,2019,8,14
81.0,SRI THAI CUISINE,4621 LINCOLN Way,Employee eating or smoking,2,7,5,3,2019,8,14
90.0,PHO HUYNH HIEP II,1833 IRVING St,Improper food storage,1,7,4,3,2019,8,14
80.0,Sushi Delight,1946 MARKET St,Unclean hands or improper use of gloves,3,5,4,3,2019,8,14
94.0,Blarney Stone,5625 GEARY Blvd,Moderate risk food holding temperature,2,4,2,3,2019,8,14
94.0,Blarney Stone,5625 GEARY Blvd,Unclean or degraded floors walls or ceilings,1,4,2,3,2019,8,14
96.0,STARBUCKS COFFEE,1401 VAN NESS Ave,Wiping cloths not clean or properly stored or inadequate sanitizer,1,6,2,3,2019,8,15
94.0,Pizzeria Delfina,3611 18th St,Unclean or degraded floors walls or ceilings,1,5,2,3,2019,8,15
92.0,DELFINA RESTAURANT,3621 18th St,Inadequately cleaned or sanitized food contact surfaces,2,5,2,3,2019,8,15
84.0,Loi's Vietnamese Restaurant,2228 Irving St,Food safety certificate or food handler card not available,1,7,5,3,2019,8,15
94.0,Pizzeria Delfina,3611 18th St,Inadequate and inaccessible handwashing facilities,2,5,2,3,2019,8,15
92.0,DELFINA RESTAURANT,3621 18th St,Noncompliance with HAACP plan or variance,2,5,2,3,2019,8,15
96.0,STARBUCKS COFFEE,1401 VAN NESS Ave,Permit license or inspection report not posted,1,6,2,3,2019,8,15
84.0,Loi's Vietnamese Restaurant,2228 Irving St,Unclean or degraded floors walls or ceilings,1,7,5,3,2019,8,15
92.0,Subway #43108,4841 Mission St,Food safety certificate or food handler card not available,1,1,3,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
96.0,The Olive Garden Italian,3251 20th Ave,Foods not protected from contamination,2,8,20,3,2019,8,15
84.0,Loi's Vietnamese Restaurant,2228 Irving St,Foods not protected from contamination,2,7,5,3,2019,8,15
92.0,Subway #43108,4841 Mission St,Inadequately cleaned or sanitized food contact surfaces,2,1,3,3,2019,8,15
92.0,Subway #43108,4841 Mission St,Unapproved or unmaintained equipment or utensils,1,1,3,3,2019,8,15
84.0,Loi's Vietnamese Restaurant,2228 Irving St,Improper thawing methods,2,7,5,3,2019,8,15
84.0,Loi's Vietnamese Restaurant,2228 Irving St,Inadequately cleaned or sanitized food contact surfaces,2,7,5,3,2019,8,15
100.0,Zanze's Cheesecake,2405 Ocean Ave,NA,0,8,1,3,2019,8,15
84.0,Hamburger Haven,800 Clement St,Improper thawing methods,2,4,6,3,2019,8,16
88.0,Sun Stream Coffee,2884 Geary Blvd,Food safety certificate or food handler card not available,1,6,4,3,2019,8,16
78.0,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,Contaminated or adulterated food,3,3,5,3,2019,8,16
84.0,Hamburger Haven,800 Clement St,Improper storage use or identification of toxic substances,1,4,6,3,2019,8,16
88.0,Sun Stream Coffee,2884 Geary Blvd,Insufficient hot water or running water,2,6,4,3,2019,8,16
88.0,Beverages & More,1301 Van Ness Ave,Inadequately cleaned or sanitized food contact surfaces,2,6,3,3,2019,8,16
84.0,Hamburger Haven,800 Clement St,Improper food storage,1,4,6,3,2019,8,16
88.0,Sun Stream Coffee,2884 Geary Blvd,Permit license or inspection report not posted,1,6,4,3,2019,8,16
96.0,The Cheesecake Factory,"251 Geary St, 8th Floor",Improper thawing methods,2,3,1,3,2019,8,16
78.0,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,High risk vermin infestation,3,3,5,3,2019,8,16
92.0,Wines of California Wine Bar,Pier 39  Space N-111,Inadequate and inaccessible handwashing facilities,2,3,2,3,2019,8,16
84.0,Hamburger Haven,800 Clement St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,4,6,3,2019,8,16
88.0,Beverages & More,1301 Van Ness Ave,Inadequate and inaccessible handwashing facilities,2,6,3,3,2019,8,16
88.0,Sun Stream Coffee,2884 Geary Blvd,Inadequate and inaccessible handwashing facilities,2,6,4,3,2019,8,16
91.0,Maykadeh Restaurant,470 Green St,High risk food holding temperature,3,3,2,3,2019,8,16
78.0,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,Unclean nonfood contact surfaces,1,3,5,3,2019,8,16
84.0,Hamburger Haven,800 Clement St,Unapproved or unmaintained equipment or utensils,1,4,6,3,2019,8,16
92.0,Wines of California Wine Bar,Pier 39  Space N-111,Improper thawing methods,2,3,2,3,2019,8,16
78.0,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,Unapproved or unmaintained equipment or utensils,1,3,5,3,2019,8,16
78.0,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,Moderate risk food holding temperature,2,3,5,3,2019,8,16
91.0,Maykadeh Restaurant,470 Green St,Improper food storage,1,3,2,3,2019,8,16
84.0,Hamburger Haven,800 Clement St,Moderate risk food holding temperature,2,4,6,3,2019,8,16
88.0,Beverages & More,1301 Van Ness Ave,Insufficient hot water or running water,2,6,3,3,2019,8,16
85.0,Lers Ros Thai Noodle,307 Hayes St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,11,4,3,2019,8,16
85.0,Lers Ros Thai Noodle,307 Hayes St,Low risk vermin infestation,1,11,4,3,2019,8,16
85.0,Lers Ros Thai Noodle,307 Hayes St,Inadequate and inaccessible handwashing facilities,2,11,4,3,2019,8,16
85.0,Lers Ros Thai Noodle,307 Hayes St,High risk food holding temperature,3,11,4,3,2019,8,16
78.0,Chef Hunan,4661 MISSION St,Unclean hands or improper use of gloves,3,1,5,3,2019,8,19
92.0,FRANKLIN MARKET,1528 FRANKLIN St,Inadequate or unsanitary refuse containers or area or no garbage service,1,6,3,3,2019,8,19
83.0,LA TORTILLA,495 Castro St B,Improper thawing methods,2,5,4,3,2019,8,19
78.0,Chef Hunan,4661 MISSION St,Inadequately cleaned or sanitized food contact surfaces,2,1,5,3,2019,8,19
92.0,FRANKLIN MARKET,1528 FRANKLIN St,Moderate risk vermin infestation,2,6,3,3,2019,8,19
83.0,LA TORTILLA,495 Castro St B,Unclean or degraded floors walls or ceilings,1,5,4,3,2019,8,19
78.0,Chef Hunan,4661 MISSION St,High risk food holding temperature,3,1,5,3,2019,8,19
93.0,Sightglass Roasters,270 07th St,Unclean or unsanitary food contact surfaces,3,10,1,3,2019,8,19
78.0,Chef Hunan,4661 MISSION St,Unclean nonfood contact surfaces,1,1,5,3,2019,8,19
98.0,PORTOLA BAPTIST CHURCH,225 PIOCHE STREET,Food safety certificate or food handler card not available,1,2,1,3,2019,8,19
83.0,LA TORTILLA,495 Castro St B,Inadequate food safety knowledge or lack of certified food safety manager,2,5,4,3,2019,8,19
83.0,LA TORTILLA,495 Castro St B,High risk food holding temperature,3,5,4,3,2019,8,19
92.0,FRANKLIN MARKET,1528 FRANKLIN St,Inadequate dressing rooms or improper storage of personal items,1,6,3,3,2019,8,19
78.0,Chef Hunan,4661 MISSION St,Improper food storage,1,1,5,3,2019,8,19
83.0,Amphawa Thai Noodle House,5020 GEARY Blvd,Improper cooling methods,3,4,4,3,2019,8,19
83.0,Amphawa Thai Noodle House,5020 GEARY Blvd,Foods not protected from contamination,2,4,4,3,2019,8,19
83.0,Amphawa Thai Noodle House,5020 GEARY Blvd,Unapproved or unmaintained equipment or utensils,1,4,4,3,2019,8,19
83.0,Amphawa Thai Noodle House,5020 GEARY Blvd,Improper thawing methods,2,4,4,3,2019,8,19
55.0,Tip Top Market,84 Turk St,Employee eating or smoking,2,10,11,3,2019,8,20
90.0,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,Low risk vermin infestation,1,4,4,3,2019,8,20
55.0,Tip Top Market,84 Turk St,High risk food holding temperature,3,10,11,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Inadequately cleaned or sanitized food contact surfaces,2,10,11,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Employee eating or smoking,2,7,7,3,2019,8,20
81.0,SAFEWAY STORE #964,4950 Mission St,Unapproved or unmaintained equipment or utensils,1,1,6,3,2019,8,20
88.0,Bohemian Cigar Store,566 Columbus Ave,Moderate risk vermin infestation,2,3,3,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Improper storage use or identification of toxic substances,1,10,11,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Foods not protected from contamination,2,7,7,3,2019,8,20
90.0,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,Unapproved or unmaintained equipment or utensils,1,4,4,3,2019,8,20
55.0,Tip Top Market,84 Turk St,High risk vermin infestation,3,10,11,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,7,7,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Food in poor condition,2,10,11,3,2019,8,20
86.0,LITTLE JOES PIZZA REST.,5006 MISSION St,High risk vermin infestation,3,1,2,3,2019,8,20
81.0,SAFEWAY STORE #964,4950 Mission St,Inadequately cleaned or sanitized food contact surfaces,2,1,6,3,2019,8,20
89.0,NOAH'S NEW YORK BAGELS #2105,1521 SLOAT Blvd,High risk food holding temperature,3,8,2,3,2019,8,20
93.0,GORDO TAQUERIA #6,5450 GEARY Blvd,Improper cooling methods,3,4,1,3,2019,8,20
88.0,Bohemian Cigar Store,566 Columbus Ave,Moderate risk food holding temperature,2,3,3,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,High risk vermin infestation,3,7,7,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Unclean or degraded floors walls or ceilings,1,10,11,3,2019,8,20
81.0,SAFEWAY STORE #964,4950 Mission St,Foods not protected from contamination,2,1,6,3,2019,8,20
90.0,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,Moderate risk food holding temperature,2,4,4,3,2019,8,20
88.0,Bohemian Cigar Store,566 Columbus Ave,Inadequately cleaned or sanitized food contact surfaces,2,3,3,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Inadequate and inaccessible handwashing facilities,2,10,11,3,2019,8,20
81.0,SAFEWAY STORE #964,4950 Mission St,Unclean hands or improper use of gloves,3,1,6,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Unclean nonfood contact surfaces,1,7,7,3,2019,8,20
86.0,LITTLE JOES PIZZA REST.,5006 MISSION St,Unclean hands or improper use of gloves,3,1,2,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Improper food storage,1,10,11,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Unclean or degraded floors walls or ceilings,1,7,7,3,2019,8,20
89.0,NOAH'S NEW YORK BAGELS #2105,1521 SLOAT Blvd,Inadequate and inaccessible handwashing facilities,2,8,2,3,2019,8,20
96.0,The Lunch Box,50 Phelan Ave.,Moderate risk food holding temperature,2,8,1,3,2019,8,20
81.0,SAFEWAY STORE #964,4950 Mission St,Improper or defective plumbing,1,1,6,3,2019,8,20
90.0,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,Improper food storage,1,4,4,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Unclean or unsanitary food contact surfaces,3,10,11,3,2019,8,20
55.0,Tip Top Market,84 Turk St,Unapproved or unmaintained equipment or utensils,1,10,11,3,2019,8,20
75.0,LAM HOA THUAN RESTAURANT,2337 IRVING St,Improper thawing methods,2,7,7,3,2019,8,20
82.0,Imagine Culinary Group,"600 Townsend St, 4th Floor",Foods not protected from contamination,2,10,5,3,2019,8,20
82.0,Imagine Culinary Group,"600 Townsend St, 4th Floor",Inadequately cleaned or sanitized food contact surfaces,2,10,5,3,2019,8,20
82.0,Imagine Culinary Group,"600 Townsend St, 4th Floor",Inadequate and inaccessible handwashing facilities,2,10,5,3,2019,8,20
82.0,Imagine Culinary Group,"600 Townsend St, 4th Floor",Moderate risk food holding temperature,2,10,5,3,2019,8,20
82.0,Imagine Culinary Group,"600 Townsend St, 4th Floor",Unapproved or unmaintained equipment or utensils,1,10,5,3,2019,8,20
75.0,L & L Hawaiian Barbecue,312 Kearny St,Unclean nonfood contact surfaces,1,3,5,3,2019,8,21
92.0,La Laguna,3906 03rd St,Inadequately cleaned or sanitized food contact surfaces,2,9,3,3,2019,8,21
87.0,Papalote,3409 24th St,Moderate risk food holding temperature,2,5,3,3,2019,8,21
86.0,Double Play Bar & Grill,2401 16th St,Moderate risk vermin infestation,2,2,4,3,2019,8,21
92.0,HILDA'S MART & BAKE SHOP,145 PERSIA Ave,Inadequately cleaned or sanitized food contact surfaces,2,1,2,3,2019,8,21
85.0,Cafe Destiji,1075 Front St,High risk food holding temperature,3,3,4,3,2019,8,21
84.0,Red Jade Restaurant,245 Church St.,Inadequately cleaned or sanitized food contact surfaces,2,5,5,3,2019,8,21
86.0,Superette Market,128 EDDY ST,Inadequately cleaned or sanitized food contact surfaces,2,10,5,3,2019,8,21
87.0,Papalote,3409 24th St,Unclean nonfood contact surfaces,1,5,3,3,2019,8,21
84.0,Red Jade Restaurant,245 Church St.,Unclean or degraded floors walls or ceilings,1,5,5,3,2019,8,21
86.0,Superette Market,128 EDDY ST,Improper food storage,1,10,5,3,2019,8,21
89.0,RAIN TREE CAFE,654 IRVING St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,11,3,3,2019,8,21
86.0,Double Play Bar & Grill,2401 16th St,Moderate risk food holding temperature,2,2,4,3,2019,8,21
85.0,Cafe Destiji,1075 Front St,Unclean or degraded floors walls or ceilings,1,3,4,3,2019,8,21
75.0,L & L Hawaiian Barbecue,312 Kearny St,High risk vermin infestation,3,3,5,3,2019,8,21
86.0,Superette Market,128 EDDY ST,Inadequate and inaccessible handwashing facilities,2,10,5,3,2019,8,21
92.0,La Laguna,3906 03rd St,Unclean nonfood contact surfaces,1,9,3,3,2019,8,21
86.0,Superette Market,128 EDDY ST,Unapproved or unmaintained equipment or utensils,1,10,5,3,2019,8,21
89.0,RAIN TREE CAFE,654 IRVING St,High risk food holding temperature,3,11,3,3,2019,8,21
85.0,Cafe Destiji,1075 Front St,Low risk vermin infestation,1,3,4,3,2019,8,21
86.0,Double Play Bar & Grill,2401 16th St,Wiping cloths not clean or properly stored or inadequate sanitizer,1,2,4,3,2019,8,21
75.0,L & L Hawaiian Barbecue,312 Kearny St,Improper cooling methods,3,3,5,3,2019,8,21
84.0,Red Jade Restaurant,245 Church St.,Moderate risk food holding temperature,2,5,5,3,2019,8,21
75.0,L & L Hawaiian Barbecue,312 Kearny St,Improper storage of equipment utensils or linens,1,3,5,3,2019,8,21
92.0,HILDA'S MART & BAKE SHOP,145 PERSIA Ave,Inadequate and inaccessible handwashing facilities,2,1,2,3,2019,8,21
89.0,RAIN TREE CAFE,654 IRVING St,Improper or defective plumbing,1,11,3,3,2019,8,21
87.0,Papalote,3409 24th St,High risk vermin infestation,3,5,3,3,2019,8,21
92.0,La Laguna,3906 03rd St,Low risk vermin infestation,1,9,3,3,2019,8,21
